country,field,year,estimated_investment,complete
Brazil,"Sales, retail, commerce, marketing",2015,121,True
Canada,Hardware,2014,25,True
Canada,General purpose,2017,290,True
Canada,All,2016,1552,True
Canada,Biotechnology,2024,12,False
Switzerland,Software,2014,145,True
Switzerland,"Mobile, platforms & Internet services",2018,186,True
Switzerland,Hardware,2017,162,True
Switzerland,All,2022,1473,True
Colombia,Software,2021,8,True
Colombia,Software,2022,637,True
Czechia,"Sales, retail, commerce, marketing",2024,3,False
Germany,Information Technology,2017,104,True
Germany,Real estate,2018,69,True
Germany,Real estate,2020,7,True
Germany,Other,2019,180,True
Germany,Manufacturing,2022,177,True
Spain,Healthcare and Life Sciences,2019,3,True
France,Media and Entertainment,2019,25,True
France,All,2018,1157,True
France,All,2019,2234,True
France,Hardware,2017,148,True
United Kingdom,Telecommunications,2015,0,True
United Kingdom,General purpose,2024,2798,False
United Kingdom,Biotechnology,2021,165,True
United Kingdom,Media and Entertainment,2022,335,True
United Kingdom,Real estate,2024,12,False
United Kingdom,Data and analytics,2019,1332,True
United Kingdom,"Sales, retail, commerce, marketing",2018,226,True
United Kingdom,"Sales, retail, commerce, marketing",2024,215,False
Hungary,"Mobile, platforms & Internet services",2015,1,True
Hungary,Hardware,2015,1,True
India,Telecommunications,2021,7,True
India,Transportation,2014,6,True
India,Transportation,2021,148,True
India,"Sales, retail, commerce, marketing",2021,146,True
Iceland,Data and analytics,2014,0,True
Israel,Information Technology,2021,1256,True
Israel,Consumer goods,2015,3,True
Israel,Consumer goods,2021,320,True
Italy,Hardware,2023,31,True
Italy,Manufacturing,2023,1,True
Italy,"Mobile, platforms & Internet services",2014,7,True
Japan,Software,2016,756,True
Japan,"Mobile, platforms & Internet services",2024,61,False
Japan,Transportation,2019,112,True
Japan,Biotechnology,2018,54,True
Japan,"Sales, retail, commerce, marketing",2019,72,True
South Korea,Community and Lifestyle,2020,3,True
South Korea,Consumer goods,2018,7,True
Latvia,Data and analytics,2024,4,False
Malaysia,Data and analytics,2019,19,True
Malaysia,Data and analytics,2021,149,True
Norway,Software,2022,153,True
Poland,Healthcare and Life Sciences,2014,0,True
Portugal,Hardware,2014,2,True
Russia,Software,2023,1,True
Russia,Data and analytics,2024,38,False
Russia,Information Technology,2023,1,True
Saudi Arabia,Software,2017,18,True
Sweden,Professional services,2018,3,True
Sweden,"Mobile, platforms & Internet services",2020,31,True
Sweden,Transportation,2019,6,True
Taiwan,Software,2019,150,True
United States,Sports,2019,241,True
United States,Robotics,2017,1581,True
United States,Manufacturing,2019,1125,True
United States,Hardware,2022,8179,True
United States,Finance,2023,5284,True
United States,Transportation,2018,3956,True
United States,General purpose,2021,68782,True
United States,Other,2014,935,True
Germany,Energy and natural resources,2015,3,True
Singapore,NLP,2019,7,True
Argentina,All,2019,3,True
Brazil,Transportation,2017,0,True
India,Computer Vision,2017,3,True
United Arab Emirates,"Mobile, platforms & Internet services",2020,31,True
Brazil,Consumer goods,2024,3,False
Switzerland,Finance,2022,75,True
China (mainland),Lending and Investments,2015,2,True
China (mainland),Lending and Investments,2017,46,True
China (mainland),Energy and natural resources,2017,9,True
China (mainland),Energy and natural resources,2023,112,True
Germany,Robotics,2023,178,True
Germany,Agriculture,2021,238,True
Germany,Agriculture,2022,8,True
Denmark,Other,2016,1,True
Denmark,Hardware,2015,2,True
Denmark,General purpose,2017,36,True
Spain,Finance,2019,23,True
Spain,Real estate,2023,5,True
India,Energy and natural resources,2022,15,True
Japan,Privacy and Security,2021,12,True
South Korea,Professional services,2023,277,True
Norway,Healthcare and Life Sciences,2018,0,True
Singapore,Transportation,2021,82,True
Malaysia,Professional services,2015,5,True
United Kingdom,Gaming,2021,13,True
Hungary,Healthcare and Life Sciences,2022,3,True
United Arab Emirates,Information Technology,2016,0,True
Switzerland,Community and Lifestyle,2017,0,True
Czechia,Other,2020,3,True
Egypt,Software,2018,0,True
Indonesia,Other,2016,2,True
Indonesia,Information Technology,2019,5,True
India,Speech Recognition,2021,12,True
Kenya,Data and analytics,2017,2,True
Kenya,Information Technology,2022,6,True
Nigeria,Software,2022,4,True
Romania,Data and analytics,2021,28,True
Sri Lanka,Information Technology,2021,0,True
Sri Lanka,Information Technology,2022,0,True
Nigeria,Finance,2019,8,True
Poland,Manufacturing,2022,0,True
South Africa,Information Technology,2017,6,True
Bangladesh,Data and analytics,2019,0,True
Bangladesh,General purpose,2023,0,True
Serbia,Navigation and mapping,2019,0,True
Romania,Finance,2023,11,True
Saudi Arabia,Other,2021,23,True
Tunisia,Data and analytics,2022,2,True
Turkey,Robotics,2023,3,True
Vietnam,Consumer goods,2021,1,True
Bahrain,Data and analytics,2021,120,True
Netherlands,Semiconductor,2022,16,True
Philippines,Finance,2024,11,False
Colombia,Energy and natural resources,2021,4,True
Seychelles,Data and analytics,2023,50,True
Saint Kitts and Nevis,Data and analytics,2023,1,True
Paraguay,All,2024,8,False
Azerbaijan,Software,2022,0,True
South Korea,Speech Recognition,2022,6,True
Mongolia,Healthcare and Life Sciences,2022,0,True
Qatar,Finance,2022,2,True
North Macedonia,All,2022,1,True
Luxembourg,Healthcare and Life Sciences,2022,0,True
Vietnam,Biotechnology,2023,2,True
Qatar,General purpose,2024,0,False
North Macedonia,NLP,2024,0,False
Argentina,Professional services,2018,0,True
Argentina,Software,2016,0,True
Armenia,All,2020,3,True
Australia,Navigation and mapping,2022,18,True
Austria,Other,2022,1,True
Austria,Consumer goods,2023,0,True
Austria,"Sales, retail, commerce, marketing",2018,0,True
Belgium,Real estate,2022,2,True
Bulgaria,General purpose,2019,2,True
Bulgaria,"Mobile, platforms & Internet services",2015,0,True
Bulgaria,Software,2016,0,True
Bulgaria,Software,2017,1,True
Bulgaria,Other,2014,1,True
Belarus,All,2016,2,True
Bermuda,Data and analytics,2021,28,True
Bermuda,Software,2017,11,True
Brazil,Biotechnology,2022,0,True
Canada,"Military, public safety and government",2017,2,True
Canada,Sports,2015,0,True
Canada,Simulation,2020,2,True
Chile,Gaming,2018,0,True
Chile,Consumer goods,2020,0,True
Chile,Education,2023,0,True
Chile,Transportation,2022,3,True
China (mainland),Agriculture,2018,11,True
Colombia,Other,2022,1,True
Cayman Islands (the),"Sales, retail, commerce, marketing",2018,5,True
Cayman Islands (the),All,2019,0,True
Cyprus,NLP,2015,1,True
Czechia,Cyber Security,2016,1,True
Germany,Sports,2021,5,True
Denmark,Finance,2021,1,True
Egypt,Other,2024,1,False
Spain,Agriculture,2014,0,True
Estonia,Navigation and mapping,2018,0,True
Finland,Biotechnology,2015,1,True
Finland,Energy and natural resources,2017,4,True
Finland,Energy and natural resources,2023,2,True
Finland,Speech Recognition,2018,0,True
France,Gaming,2022,4,True
Ghana,"Mobile, platforms & Internet services",2015,1,True
Croatia,"Mobile, platforms & Internet services",2016,3,True
Croatia,"Mobile, platforms & Internet services",2018,3,True
Hungary,Professional services,2022,0,True
Indonesia,Professional services,2022,5,True
Ireland,Sports,2021,26,True
Iceland,Hardware,2023,3,True
Israel,Telecommunications,2017,2,True
Israel,Telecommunications,2021,3,True
Italy,Consumer goods,2023,22,True
Jordan,Information Technology,2023,0,True
Japan,Lending and Investments,2021,15,True
Japan,Simulation,2019,1,True
Kazakhstan,"Mobile, platforms & Internet services",2022,1,True
South Korea,Gaming,2023,3,True
South Korea,Energy and natural resources,2022,6,True
South Korea,Energy and natural resources,2023,7,True
South Korea,Agriculture,2018,0,True
Latvia,"Sales, retail, commerce, marketing",2022,0,True
Morocco,All,2022,1,True
Mexico,"Mobile, platforms & Internet services",2018,1,True
Mexico,NLP,2022,1,True
Mongolia,Software,2018,0,True
Malaysia,Community and Lifestyle,2017,0,True
Nigeria,Education,2023,12,True
Nigeria,"Mobile, platforms & Internet services",2017,0,True
Nigeria,"Sales, retail, commerce, marketing",2019,0,True
Netherlands,Agriculture,2014,1,True
Norway,Telecommunications,2021,30,True
Norway,Sports,2024,1,False
Norway,Agriculture,2018,4,True
Norway,Real estate,2020,242,True
New Zealand,Navigation and mapping,2022,1,True
New Zealand,Other,2018,3,True
New Zealand,Sports,2014,1,True
Pakistan,"Sales, retail, commerce, marketing",2020,0,True
Peru,Healthcare and Life Sciences,2019,0,True
Peru,Biotechnology,2022,0,True
Poland,Gaming,2021,2,True
Portugal,NLP,2019,5,True
Portugal,Finance,2021,72,True
Portugal,"Sales, retail, commerce, marketing",2018,3,True
Portugal,Biotechnology,2023,6,True
Romania,Healthcare and Life Sciences,2022,1,True
Romania,Speech Recognition,2021,0,True
Russia,Other,2018,1,True
Russia,Consumer goods,2024,0,False
Saudi Arabia,Agriculture,2020,4,True
Serbia,Computer Vision,2015,0,True
Slovakia,Computer Vision,2020,1,True
Slovenia,Healthcare and Life Sciences,2023,20,True
Sweden,Manufacturing,2021,4538,True
Tunisia,Professional services,2022,0,True
Taiwan,Finance,2019,27,True
Ukraine,Information Technology,2019,5,True
Ukraine,Manufacturing,2024,0,False
Ukraine,"Mobile, platforms & Internet services",2018,1,True
Uruguay,Lending and Investments,2020,0,True
Venezuela,"Mobile, platforms & Internet services",2021,0,True
Vietnam,Media and Entertainment,2021,0,True
Vietnam,Information Technology,2021,1,True
South Africa,Community and Lifestyle,2021,0,True
South Africa,Education,2019,0,True
Zimbabwe,General purpose,2024,1,False
Zimbabwe,All,2020,0,True
Zimbabwe,Data and analytics,2021,0,True
China (mainland),Sports,2014,3,True
Ireland,Biotechnology,2015,5,True
Australia,Other,2020,44,True
Australia,"Mobile, platforms & Internet services",2015,1,True
Australia,Healthcare and Life Sciences,2014,0,True
Austria,General purpose,2017,6,True
Belgium,Hardware,2020,3,True
Belgium,"Mobile, platforms & Internet services",2022,14,True
Canada,Finance,2023,69,True
Canada,Professional services,2024,335,False
Canada,Other,2023,86,True
Canada,General purpose,2023,1179,True
Canada,Biotechnology,2017,38,True
Switzerland,Biotechnology,2019,3,True
Switzerland,Transportation,2017,88,True
Switzerland,Data and analytics,2024,913,False
Chile,All,2024,49,False
China (mainland),General purpose,2023,3778,True
China (mainland),Healthcare and Life Sciences,2019,305,True
Cyprus,Software,2019,2,True
Germany,All,2014,410,True
Germany,Professional services,2015,17,True
Germany,Professional services,2020,204,True
Germany,Manufacturing,2015,83,True
Germany,Manufacturing,2021,230,True
Germany,"Sales, retail, commerce, marketing",2014,60,True
Spain,Community and Lifestyle,2019,8,True
Spain,Information Technology,2017,50,True
Spain,Transportation,2024,1,False
Spain,General purpose,2024,518,False
Finland,Information Technology,2023,733,True
France,Transportation,2023,213,True
France,Other,2018,188,True
United Kingdom,Healthcare and Life Sciences,2022,445,True
United Kingdom,Community and Lifestyle,2021,129,True
United Kingdom,Hardware,2021,446,True
United Kingdom,Computer Vision,2022,93,True
United Kingdom,Consumer goods,2017,37,True
United Kingdom,Privacy and Security,2022,225,True
Greece,Data and analytics,2016,6,True
Greece,All,2014,373,True
Hungary,General purpose,2020,3,True
Hungary,Information Technology,2016,2,True
Hungary,Hardware,2019,2,True
India,Professional services,2023,51,True
India,Real estate,2014,0,True
India,All,2014,2381,True
India,Consumer goods,2015,378,True
India,Consumer goods,2019,21,True
Ireland,"Mobile, platforms & Internet services",2019,83,True
Ireland,Other,2024,0,False
Israel,Other,2015,8,True
Israel,Computer Vision,2024,577,False
Israel,Consumer goods,2022,133,True
Israel,Sports,2017,54,True
Italy,"Mobile, platforms & Internet services",2021,13,True
Japan,"Mobile, platforms & Internet services",2020,135,True
Japan,Biotechnology,2016,5,True
South Korea,Media and Entertainment,2021,1768,True
South Korea,Information Technology,2016,97,True
South Korea,Information Technology,2021,2107,True
South Korea,Data and analytics,2016,61,True
South Korea,Education,2019,25,True
Mexico,Information Technology,2023,125,True
Malaysia,General purpose,2024,79,False
Netherlands,Software,2024,828,False
Netherlands,"Sales, retail, commerce, marketing",2023,11,True
Netherlands,General purpose,2014,2,True
Netherlands,Robotics,2020,85,True
Netherlands,Information Technology,2015,146,True
Netherlands,"Mobile, platforms & Internet services",2020,91,True
Poland,All,2015,21,True
Poland,Software,2015,21,True
Poland,"Sales, retail, commerce, marketing",2016,6,True
Portugal,Software,2015,7,True
Portugal,All,2016,15,True
Russia,Information Technology,2022,1,True
Saudi Arabia,"Mobile, platforms & Internet services",2017,5,True
Singapore,Privacy and Security,2014,0,True
Singapore,Hardware,2019,118,True
Singapore,General purpose,2015,265,True
Singapore,Cyber Security,2021,27,True
Slovakia,Software,2016,1,True
Slovakia,Software,2017,1,True
Sweden,Data and analytics,2016,29,True
Sweden,All,2014,33,True
Turkey,General purpose,2016,2,True
Turkey,General purpose,2022,12,True
United States,"Military, public safety and government",2017,596,True
United States,Media and Entertainment,2024,3520,False
United States,Information Technology,2020,18269,True
United States,Other,2017,1455,True
South Africa,All,2020,149,True
South Korea,Real estate,2018,0,True
South Korea,Real estate,2023,262,True
Argentina,Data and analytics,2014,0,True
Argentina,Information Technology,2016,0,True
Argentina,Information Technology,2020,12,True
Austria,Energy and natural resources,2022,2,True
Canada,Robotics,2017,1,True
Czechia,"Mobile, platforms & Internet services",2014,0,True
Czechia,"Mobile, platforms & Internet services",2020,19,True
Japan,Computer Vision,2014,3,True
Norway,Information Technology,2023,118,True
United Arab Emirates,Professional services,2023,14,True
Canada,Cyber Security,2018,96,True
Canada,Cyber Security,2023,1,True
Canada,Cyber Security,2024,69,False
Switzerland,Finance,2024,123,False
Germany,Robotics,2015,0,True
Germany,Robotics,2019,2,True
Denmark,Hardware,2022,142,True
Denmark,All,2019,58,True
Spain,Consumer goods,2017,2,True
Finland,Other,2022,10,True
Indonesia,General purpose,2024,2,False
South Korea,Finance,2016,3,True
South Korea,Robotics,2017,1,True
South Korea,Robotics,2023,407,True
South Korea,Manufacturing,2023,272,True
Netherlands,Computer Vision,2017,87,True
Saudi Arabia,General purpose,2022,306,True
Turkey,"Sales, retail, commerce, marketing",2017,1,True
Turkey,"Sales, retail, commerce, marketing",2022,4,True
Chile,Energy and natural resources,2018,1,True
Malaysia,Information Technology,2015,5,True
Netherlands,Community and Lifestyle,2019,0,True
Brazil,Healthcare and Life Sciences,2019,3,True
Finland,Real estate,2019,11,True
Hungary,Biotechnology,2021,1,True
Singapore,Manufacturing,2019,2,True
Brazil,Computer Vision,2018,0,True
Egypt,General purpose,2016,0,True
Kenya,Software,2022,7,True
Kenya,Information Technology,2023,7,True
