country,field,year,num_patent_applications,complete
India,Life Sciences,2018,31,True
Japan,Industry and Manufacturing,2018,282,True
Japan,Industry and Manufacturing,2020,284,False
Japan,Telecommunications,2022,100,False
Japan,Telecommunications,2023,2,False
Japan,Energy Management,2016,47,True
South Korea,All,2014,366,True
South Korea,Security,2014,14,True
South Korea,Industry and Manufacturing,2018,253,True
South Korea,Physical Sciences and Engineering,2021,408,False
Lithuania,Energy Management,2016,0,True
Luxembourg,Telecommunications,2023,4,False
Luxembourg,Personal Devices and Computing,2020,7,False
Morocco,Business,2021,0,False
Morocco,Personal Devices and Computing,2016,2,True
Morocco,Industry and Manufacturing,2020,0,False
Mexico,Transportation,2014,3,True
Mexico,Transportation,2021,2,False
Mexico,Telecommunications,2023,0,False
Malaysia,Security,2017,0,True
Netherlands,Security,2021,1,False
Netherlands,Banking and Finance,2019,0,True
New Zealand,Personal Devices and Computing,2019,2,True
New Zealand,Transportation,2018,0,True
Poland,Transportation,2014,0,True
Poland,Physical Sciences and Engineering,2023,0,False
Poland,Security,2016,1,True
Romania,Telecommunications,2017,1,True
Romania,All,2021,12,False
Romania,Life Sciences,2022,0,False
Serbia,Industry and Manufacturing,2019,0,True
Russia,Life Sciences,2015,14,True
Russia,Industry and Manufacturing,2017,5,True
Russia,Transportation,2019,16,True
Slovenia,Personal Devices and Computing,2015,2,True
Tunisia,Telecommunications,2020,0,False
Turkey,Personal Devices and Computing,2015,2,True
Turkey,Personal Devices and Computing,2018,6,True
Turkey,Physical Sciences and Engineering,2016,0,True
Taiwan,Personal Devices and Computing,2023,0,False
Taiwan,Industry and Manufacturing,2015,3,True
Taiwan,Transportation,2016,6,True
United States,Life Sciences,2023,13,False
United States,Physical Sciences and Engineering,2015,100,True
Azerbaijan,Business,2018,0,True
Sri Lanka,Energy Management,2016,0,True
"Moldova, Republic of",Business,2021,0,False
Slovenia,Security,2018,0,True
Portugal,Banking and Finance,2019,0,True
Ukraine,Security,2022,0,False
Israel,Energy Management,2017,0,True
Ukraine,Physical Sciences and Engineering,2019,0,True
Uruguay,All,2020,1,False
Argentina,Personal Devices and Computing,2020,1,False
Argentina,Physical Sciences and Engineering,2020,2,False
Austria,Security,2017,0,True
Belgium,All,2022,3,False
Belgium,Security,2020,0,False
Belgium,Security,2021,1,False
Brazil,Life Sciences,2019,56,True
Brazil,Banking and Finance,2014,1,True
Canada,Physical Sciences and Engineering,2023,1,False
Canada,Banking and Finance,2021,56,False
Canada,All,2021,875,False
Canada,Security,2014,6,True
Switzerland,Security,2017,0,True
China (mainland),Transportation,2022,6702,False
China (mainland),All,2024,665,False
China (mainland),Business,2018,2875,True
China (mainland),Business,2019,4620,True
China (mainland),Personal Devices and Computing,2015,941,True
China (mainland),Life Sciences,2019,3003,True
China (mainland),Physical Sciences and Engineering,2023,3338,False
Colombia,Industry and Manufacturing,2021,1,False
Colombia,Banking and Finance,2015,0,True
Colombia,All,2019,2,True
Czechia,Transportation,2021,0,False
Czechia,All,2020,3,False
Germany,Security,2019,30,True
Germany,Industry and Manufacturing,2022,45,False
Germany,Transportation,2023,12,False
Denmark,Personal Devices and Computing,2020,6,False
Denmark,Life Sciences,2014,6,True
Denmark,Banking and Finance,2015,2,True
Spain,Business,2014,0,True
Finland,Telecommunications,2017,5,True
Finland,Banking and Finance,2014,0,True
Finland,Life Sciences,2022,2,False
Finland,Security,2020,2,False
France,Life Sciences,2022,11,False
France,All,2023,1,False
France,Transportation,2019,35,True
France,Transportation,2021,54,False
United Kingdom,Physical Sciences and Engineering,2019,39,True
United Kingdom,Transportation,2019,40,True
United Kingdom,Business,2021,32,False
United Kingdom,All,2018,407,True
Greece,Security,2022,1,False
Hong Kong,Life Sciences,2016,0,True
Hungary,Life Sciences,2014,0,True
Hungary,Personal Devices and Computing,2019,3,True
Israel,All,2018,20,True
Israel,Physical Sciences and Engineering,2015,0,True
Israel,Security,2014,0,True
Israel,Security,2017,4,True
India,Banking and Finance,2017,14,True
India,Personal Devices and Computing,2021,0,False
Italy,Energy Management,2021,5,False
Japan,Transportation,2015,142,True
Japan,Personal Devices and Computing,2017,864,True
South Korea,Business,2020,1646,False
Lithuania,Life Sciences,2014,0,True
Lithuania,Physical Sciences and Engineering,2022,0,False
Morocco,Security,2014,1,True
Mexico,Transportation,2018,9,True
Mexico,Personal Devices and Computing,2021,15,False
Mexico,Energy Management,2017,2,True
Mexico,All,2014,21,True
Mexico,All,2015,47,True
Mexico,All,2016,64,True
Malaysia,Life Sciences,2015,2,True
Malaysia,Industry and Manufacturing,2015,2,True
Netherlands,Security,2019,1,True
Netherlands,Transportation,2021,2,False
Netherlands,Energy Management,2019,0,True
Norway,Energy Management,2022,1,False
Norway,Business,2016,0,True
Peru,Security,2020,1,False
Peru,Personal Devices and Computing,2015,0,True
Poland,Life Sciences,2022,0,False
Portugal,Personal Devices and Computing,2014,1,True
Romania,All,2015,6,True
Serbia,Industry and Manufacturing,2021,0,False
Russia,Physical Sciences and Engineering,2014,9,True
Russia,Industry and Manufacturing,2016,4,True
Sweden,Security,2019,1,True
Sweden,Transportation,2014,0,True
Slovenia,All,2022,1,False
Turkey,Personal Devices and Computing,2019,7,True
Turkey,Energy Management,2022,1,False
Turkey,Security,2018,0,True
Taiwan,Personal Devices and Computing,2014,6,True
Taiwan,Life Sciences,2015,10,True
United States,Industry and Manufacturing,2016,211,True
United States,Industry and Manufacturing,2019,559,True
South Africa,Business,2023,0,False
South Africa,Personal Devices and Computing,2019,0,True
South Africa,All,2019,1,True
South Africa,Physical Sciences and Engineering,2021,0,False
Indonesia,Transportation,2016,0,True
Sri Lanka,Telecommunications,2016,0,True
Oman,Personal Devices and Computing,2016,0,True
Saudi Arabia,Security,2021,0,False
Uruguay,Physical Sciences and Engineering,2017,0,True
Croatia,Transportation,2019,0,True
Bulgaria,Telecommunications,2019,0,True
Bulgaria,Industry and Manufacturing,2018,0,True
Chile,Energy Management,2022,0,False
Romania,Banking and Finance,2016,0,True
Ukraine,Business,2014,0,True
Ukraine,Business,2022,0,False
Ukraine,Transportation,2023,0,False
South Africa,Transportation,2022,0,False
Kenya,Transportation,2016,1,True
Argentina,Personal Devices and Computing,2021,1,False
Austria,All,2015,3,True
Austria,Security,2019,0,True
Australia,Physical Sciences and Engineering,2022,10,False
Belgium,Telecommunications,2019,1,True
Belgium,Personal Devices and Computing,2018,3,True
Belgium,Personal Devices and Computing,2021,0,False
Brazil,Industry and Manufacturing,2022,0,False
Brazil,Energy Management,2020,2,False
Canada,Personal Devices and Computing,2017,189,True
Switzerland,Business,2020,0,False
Chile,Personal Devices and Computing,2014,0,True
Chile,Transportation,2023,0,False
China (mainland),Transportation,2014,65,True
China (mainland),Telecommunications,2015,297,True
Costa Rica,Industry and Manufacturing,2019,0,True
Czechia,Personal Devices and Computing,2018,1,True
Germany,Physical Sciences and Engineering,2021,51,False
Denmark,Energy Management,2022,1,False
Spain,Energy Management,2015,3,True
France,Security,2018,13,True
France,Business,2014,2,True
France,All,2018,184,True
United Kingdom,Banking and Finance,2021,11,False
United Kingdom,Life Sciences,2016,22,True
United Kingdom,Physical Sciences and Engineering,2024,0,False
United Kingdom,Telecommunications,2019,82,True
Greece,Transportation,2017,0,True
Croatia,Life Sciences,2018,1,True
Hungary,Business,2016,1,True
Israel,Banking and Finance,2017,1,True
Israel,Industry and Manufacturing,2018,2,True
India,All,2020,6,False
India,Energy Management,2018,4,True
Italy,Energy Management,2016,0,True
Italy,Transportation,2018,5,True
Italy,Physical Sciences and Engineering,2014,0,True
Italy,Telecommunications,2014,1,True
Japan,Security,2023,0,False
Japan,Energy Management,2023,1,False
South Korea,Telecommunications,2015,70,True
Lithuania,Industry and Manufacturing,2018,0,True
Lithuania,Banking and Finance,2020,0,False
Lithuania,All,2016,3,True
Luxembourg,Business,2018,0,True
Mexico,Personal Devices and Computing,2018,36,True
Mexico,Energy Management,2015,0,True
Mexico,Energy Management,2018,4,True
Netherlands,Business,2016,0,True
Netherlands,Physical Sciences and Engineering,2020,0,False
New Zealand,Banking and Finance,2016,0,True
Peru,Life Sciences,2018,2,True
Peru,Telecommunications,2015,0,True
Philippines,Banking and Finance,2019,0,True
Poland,Energy Management,2016,1,True
Poland,Physical Sciences and Engineering,2015,0,True
Portugal,Life Sciences,2022,1,False
Romania,Energy Management,2021,1,False
Serbia,All,2019,4,True
Russia,Physical Sciences and Engineering,2016,6,True
Sweden,Telecommunications,2016,3,True
Sweden,Industry and Manufacturing,2016,1,True
Sweden,All,2023,1,False
Singapore,Personal Devices and Computing,2014,18,True
Slovakia,All,2015,4,True
Turkey,Banking and Finance,2016,1,True
Turkey,Energy Management,2017,0,True
Taiwan,Telecommunications,2018,35,True
Ukraine,Personal Devices and Computing,2018,1,True
Ukraine,Personal Devices and Computing,2021,0,False
United States,Telecommunications,2022,757,False
United States,Telecommunications,2023,37,False
United States,Transportation,2021,644,False
United States,Personal Devices and Computing,2018,7608,True
United States,Business,2022,384,False
South Africa,Business,2019,0,True
South Africa,All,2021,20,False
South Africa,Energy Management,2023,0,False
Brunei Darussalam,Banking and Finance,2014,0,True
Estonia,Transportation,2022,0,False
Sri Lanka,Personal Devices and Computing,2016,0,True
Oman,Telecommunications,2016,0,True
Tunisia,Industry and Manufacturing,2021,0,False
Tunisia,Transportation,2020,0,False
Ireland,Banking and Finance,2016,0,True
Colombia,Energy Management,2022,0,False
Philippines,Energy Management,2018,0,True
Bulgaria,Personal Devices and Computing,2017,0,True
Romania,Industry and Manufacturing,2022,0,False
Costa Rica,All,2020,1,False
Argentina,Industry and Manufacturing,2022,1,False
Argentina,Banking and Finance,2019,0,True
Austria,Physical Sciences and Engineering,2020,5,False
Belgium,Security,2019,1,True
Belgium,Life Sciences,2019,0,True
Brazil,All,2021,107,False
Brazil,Business,2019,35,True
Canada,Telecommunications,2022,6,False
Canada,All,2015,183,True
Switzerland,Life Sciences,2014,1,True
Chile,Security,2023,0,False
China (mainland),All,2021,86636,False
China (mainland),Business,2015,193,True
China (mainland),Business,2017,1551,True
China (mainland),Banking and Finance,2014,10,True
Czechia,Transportation,2018,1,True
Germany,Banking and Finance,2014,1,True
Denmark,Banking and Finance,2019,0,True
Spain,All,2023,6,False
Finland,Transportation,2022,0,False
France,Physical Sciences and Engineering,2018,9,True
France,All,2021,287,False
United Kingdom,Life Sciences,2015,11,True
Greece,Physical Sciences and Engineering,2014,0,True
Greece,Telecommunications,2020,1,False
Greece,Life Sciences,2022,4,False
Hong Kong,Transportation,2017,0,True
Croatia,All,2015,1,True
Hungary,Business,2021,0,False
Israel,All,2016,5,True
Israel,All,2021,27,False
Israel,Business,2014,3,True
Israel,Life Sciences,2021,9,False
Israel,Security,2015,2,True
India,Physical Sciences and Engineering,2020,0,False
India,Energy Management,2015,2,True
Japan,Personal Devices and Computing,2016,496,True
Japan,Life Sciences,2018,562,True
Japan,Life Sciences,2020,745,False
South Korea,Banking and Finance,2016,36,True
Lithuania,Banking and Finance,2016,0,True
Lithuania,Banking and Finance,2017,1,True
Luxembourg,Banking and Finance,2021,0,False
Luxembourg,Industry and Manufacturing,2020,3,False
Morocco,All,2015,2,True
Morocco,Personal Devices and Computing,2019,4,True
Mexico,Life Sciences,2023,0,False
Malaysia,Life Sciences,2020,0,False
Malaysia,Transportation,2021,0,False
Malaysia,Energy Management,2015,0,True
Malaysia,Energy Management,2017,0,True
Netherlands,Security,2014,0,True
Norway,Personal Devices and Computing,2022,0,False
New Zealand,All,2014,5,True
New Zealand,All,2015,18,True
New Zealand,Banking and Finance,2017,0,True
Peru,Life Sciences,2021,0,False
Peru,Industry and Manufacturing,2016,0,True
Peru,Industry and Manufacturing,2018,0,True
Poland,Life Sciences,2021,1,False
Poland,Telecommunications,2020,0,False
Poland,All,2020,10,False
Portugal,Energy Management,2014,1,True
Serbia,All,2022,2,False
Russia,Transportation,2020,13,False
Sweden,Energy Management,2020,3,False
Sweden,Energy Management,2023,0,False
Sweden,Industry and Manufacturing,2020,5,False
Sweden,Transportation,2019,2,True
Sweden,All,2021,20,False
Sweden,Life Sciences,2021,3,False
Singapore,Security,2018,23,True
Turkey,Transportation,2014,0,True
Turkey,Security,2022,1,False
Taiwan,Security,2020,12,False
Ukraine,Life Sciences,2022,0,False
United States,Telecommunications,2016,1449,True
United States,Life Sciences,2020,2017,False
United States,Banking and Finance,2021,389,False
Latvia,Life Sciences,2020,0,False
Saudi Arabia,Physical Sciences and Engineering,2021,0,False
Czechia,Security,2019,0,True
Portugal,Banking and Finance,2017,0,True
Romania,Security,2016,0,True
Romania,Security,2018,0,True
Argentina,Business,2019,1,True
Argentina,Banking and Finance,2020,0,False
Austria,Energy Management,2015,2,True
Austria,Energy Management,2016,2,True
Austria,Life Sciences,2016,3,True
Austria,Transportation,2021,3,False
Austria,Physical Sciences and Engineering,2019,1,True
Australia,Physical Sciences and Engineering,2017,16,True
Australia,Energy Management,2014,4,True
Australia,Life Sciences,2023,0,False
Australia,Industry and Manufacturing,2016,19,True
Belgium,Transportation,2018,1,True
Belgium,Business,2019,0,True
Belgium,Industry and Manufacturing,2021,2,False
Belgium,Life Sciences,2020,2,False
Canada,Industry and Manufacturing,2015,11,True
Canada,Life Sciences,2019,263,True
Switzerland,Transportation,2016,1,True
Switzerland,Security,2014,0,True
Switzerland,Physical Sciences and Engineering,2016,1,True
Switzerland,Life Sciences,2017,1,True
Switzerland,Personal Devices and Computing,2017,0,True
Chile,Personal Devices and Computing,2015,2,True
Colombia,Security,2017,1,True
Colombia,Business,2017,0,True
Czechia,Life Sciences,2023,0,False
Germany,Energy Management,2015,4,True
Germany,Personal Devices and Computing,2018,220,True
