country,field,year,num_patent_granted,complete
Croatia,Telecommunications,2018,1,False
Norway,Personal Devices and Computing,2018,1,False
Norway,Industry and Manufacturing,2017,0,True
Luxembourg,Personal Devices and Computing,2020,7,False
Belgium,Security,2023,0,False
Belgium,Transportation,2023,0,False
Belgium,Life Sciences,2023,0,False
Ireland,Telecommunications,2018,0,False
Czechia,All,2018,1,False
Czechia,Life Sciences,2018,0,False
Argentina,All,2019,6,False
Argentina,All,2020,3,False
Uruguay,Business,2017,0,True
Latvia,Telecommunications,2020,1,False
Estonia,Life Sciences,2022,0,False
Estonia,Industry and Manufacturing,2022,0,False
Turkey,Industry and Manufacturing,2014,0,True
Brazil,Industry and Manufacturing,2014,1,True
Brazil,Telecommunications,2017,7,True
Hungary,Life Sciences,2021,0,False
India,Banking and Finance,2020,0,False
Mexico,Energy Management,2016,2,True
Malaysia,Security,2015,0,True
New Zealand,Physical Sciences and Engineering,2014,0,True
New Zealand,Energy Management,2020,0,False
New Zealand,Business,2017,1,True
Russia,Business,2020,10,False
Russia,All,2020,175,False
Singapore,Banking and Finance,2020,3,False
Austria,Banking and Finance,2019,0,False
Austria,Physical Sciences and Engineering,2014,0,True
Canada,All,2021,135,False
Denmark,Transportation,2020,1,False
Finland,Energy Management,2020,1,False
Finland,All,2014,3,True
Finland,Banking and Finance,2017,0,True
Israel,Industry and Manufacturing,2022,0,False
Israel,Energy Management,2018,0,False
Poland,Industry and Manufacturing,2015,3,True
Poland,Industry and Manufacturing,2019,2,False
Poland,Energy Management,2014,0,True
Portugal,Energy Management,2015,0,True
Portugal,Physical Sciences and Engineering,2019,1,False
Sweden,Banking and Finance,2019,0,False
Sweden,Business,2015,1,True
Sweden,Business,2018,0,False
Sweden,Personal Devices and Computing,2022,1,False
Sweden,Telecommunications,2014,1,True
Australia,Life Sciences,2019,132,False
Australia,Physical Sciences and Engineering,2020,29,False
Spain,Security,2015,0,True
France,Business,2018,12,False
France,Telecommunications,2016,11,True
United Kingdom,Business,2017,16,True
United Kingdom,Telecommunications,2017,37,True
United Kingdom,All,2021,153,False
Japan,Personal Devices and Computing,2017,795,True
Japan,Telecommunications,2019,411,False
South Korea,Industry and Manufacturing,2017,126,True
South Korea,Security,2014,13,True
Netherlands,Transportation,2020,1,False
Netherlands,Personal Devices and Computing,2022,11,False
Netherlands,Business,2023,0,False
Netherlands,Security,2021,1,False
Netherlands,Banking and Finance,2023,0,False
Taiwan,Life Sciences,2016,11,True
Taiwan,Telecommunications,2023,0,False
United States,All,2014,2139,True
United States,Personal Devices and Computing,2015,1609,True
China (mainland),Business,2018,1326,False
China (mainland),Personal Devices and Computing,2014,309,True
Ukraine,Transportation,2018,0,False
Ukraine,Energy Management,2022,0,False
Ukraine,Banking and Finance,2022,0,False
Serbia,Security,2014,0,True
South Africa,Security,2017,0,True
South Africa,Life Sciences,2016,0,True
South Africa,Banking and Finance,2021,0,False
Switzerland,All,2020,1,False
Romania,Industry and Manufacturing,2019,0,False
Romania,Personal Devices and Computing,2015,0,True
Philippines,Telecommunications,2015,1,True
Philippines,Energy Management,2018,0,False
Philippines,Energy Management,2020,0,False
Philippines,Banking and Finance,2016,0,True
Bulgaria,Personal Devices and Computing,2017,0,True
Bulgaria,Telecommunications,2023,0,False
Chile,Telecommunications,2015,1,True
Croatia,Industry and Manufacturing,2015,0,True
Croatia,Business,2018,0,False
Colombia,Security,2015,0,True
Colombia,Transportation,2019,0,False
Hong Kong,Industry and Manufacturing,2018,0,False
Hong Kong,Business,2017,0,True
Hong Kong,Physical Sciences and Engineering,2016,1,True
Norway,Energy Management,2017,0,True
Norway,Transportation,2016,0,True
Luxembourg,Physical Sciences and Engineering,2021,2,False
Belgium,All,2023,1,False
Czechia,Transportation,2018,1,False
Czechia,Transportation,2023,0,False
Latvia,Business,2020,0,False
Jordan,Life Sciences,2021,0,False
Morocco,Personal Devices and Computing,2020,0,False
Hungary,Transportation,2016,2,True
Hungary,Transportation,2018,0,False
India,Personal Devices and Computing,2020,1,False
Italy,Telecommunications,2016,1,True
Malaysia,Energy Management,2015,0,True
Malaysia,Physical Sciences and Engineering,2019,1,False
New Zealand,Business,2014,0,True
Russia,Physical Sciences and Engineering,2015,3,True
Russia,Telecommunications,2018,30,False
Russia,Energy Management,2017,0,True
Singapore,Physical Sciences and Engineering,2014,1,True
Austria,Industry and Manufacturing,2014,0,True
Canada,All,2022,10,False
Denmark,Industry and Manufacturing,2014,3,True
Denmark,Industry and Manufacturing,2019,2,False
Denmark,Physical Sciences and Engineering,2019,2,False
Denmark,Personal Devices and Computing,2021,0,False
Finland,Personal Devices and Computing,2022,1,False
Finland,Transportation,2021,0,False
Israel,Industry and Manufacturing,2021,0,False
Israel,Energy Management,2016,0,True
Israel,Physical Sciences and Engineering,2019,0,False
Poland,Security,2020,1,False
Portugal,Energy Management,2017,0,True
Portugal,Security,2019,0,False
Portugal,Life Sciences,2020,3,False
Sweden,Life Sciences,2014,0,True
Australia,Life Sciences,2018,119,False
Australia,Industry and Manufacturing,2021,52,False
Germany,Business,2016,16,True
Germany,Business,2020,12,False
Germany,Industry and Manufacturing,2014,5,True
Germany,All,2023,51,False
Spain,Security,2021,1,False
France,Transportation,2016,13,True
France,Life Sciences,2020,21,False
Greece,Life Sciences,2020,0,False
Japan,Transportation,2018,388,False
Netherlands,Energy Management,2017,0,True
Netherlands,Energy Management,2021,2,False
Netherlands,Physical Sciences and Engineering,2018,0,False
Taiwan,Security,2019,5,False
Taiwan,Physical Sciences and Engineering,2022,2,False
Taiwan,Business,2021,14,False
United States,Physical Sciences and Engineering,2015,89,True
China (mainland),Industry and Manufacturing,2020,1932,False
China (mainland),Banking and Finance,2018,265,False
Lithuania,Banking and Finance,2016,0,True
Lithuania,Personal Devices and Computing,2017,1,True
Lithuania,Business,2019,0,False
Ukraine,Telecommunications,2017,0,True
Ukraine,Transportation,2014,0,True
Ukraine,Transportation,2015,0,True
Ukraine,Transportation,2021,0,False
Serbia,Banking and Finance,2018,0,False
Serbia,Life Sciences,2018,0,False
Serbia,Transportation,2015,0,True
Serbia,Business,2017,0,True
South Africa,Physical Sciences and Engineering,2018,0,False
Switzerland,Transportation,2018,0,False
Switzerland,Banking and Finance,2018,0,False
Romania,All,2017,1,True
Romania,Security,2016,0,True
Peru,Personal Devices and Computing,2018,1,False
Slovenia,Life Sciences,2018,1,False
Slovenia,Telecommunications,2016,2,True
Bulgaria,Personal Devices and Computing,2023,0,False
Bulgaria,Banking and Finance,2019,0,False
Chile,Personal Devices and Computing,2015,1,True
Kenya,Security,2016,0,True
Luxembourg,Personal Devices and Computing,2018,4,False
Belgium,Transportation,2018,1,False
Belgium,Physical Sciences and Engineering,2019,0,False
Belgium,All,2021,6,False
Belgium,Life Sciences,2020,2,False
Ireland,Banking and Finance,2016,0,True
Ireland,All,2016,2,True
Ireland,All,2022,1,False
Ireland,Industry and Manufacturing,2022,0,False
Czechia,Security,2018,0,False
Czechia,Energy Management,2019,0,False
Czechia,Telecommunications,2017,0,True
Argentina,Telecommunications,2019,1,False
Argentina,Banking and Finance,2020,0,False
Argentina,Physical Sciences and Engineering,2020,0,False
Estonia,Banking and Finance,2022,0,False
Estonia,Telecommunications,2022,0,False
Brunei Darussalam,Physical Sciences and Engineering,2014,0,True
Brazil,Telecommunications,2016,11,True
India,Security,2018,15,False
Italy,Banking and Finance,2017,0,True
Malaysia,Life Sciences,2014,2,True
New Zealand,Personal Devices and Computing,2019,2,False
New Zealand,Telecommunications,2014,0,True
New Zealand,Telecommunications,2015,3,True
New Zealand,Transportation,2015,1,True
Russia,Security,2020,17,False
Austria,Banking and Finance,2022,0,False
Canada,Industry and Manufacturing,2022,0,False
Canada,Personal Devices and Computing,2016,138,True
Canada,Energy Management,2021,4,False
Denmark,Telecommunications,2016,3,True
Finland,Industry and Manufacturing,2016,1,True
Finland,Life Sciences,2022,2,False
Israel,Security,2019,3,False
Israel,Transportation,2022,0,False
Israel,Physical Sciences and Engineering,2015,0,True
Poland,Industry and Manufacturing,2016,1,True
Poland,Security,2022,1,False
Poland,Personal Devices and Computing,2018,5,False
Poland,Life Sciences,2022,0,False
Portugal,Physical Sciences and Engineering,2015,0,True
Sweden,Life Sciences,2021,1,False
Australia,Industry and Manufacturing,2018,23,False
Australia,Security,2014,2,True
Australia,Business,2022,1,False
Australia,Energy Management,2018,10,False
Germany,Transportation,2021,55,False
Germany,Energy Management,2022,3,False
Spain,All,2018,75,False
Spain,Personal Devices and Computing,2023,0,False
France,Energy Management,2019,5,False
France,Energy Management,2020,15,False
France,Physical Sciences and Engineering,2015,3,True
France,Banking and Finance,2016,3,True
France,Security,2014,0,True
France,Life Sciences,2016,11,True
Greece,Business,2018,0,False
Japan,Energy Management,2016,40,True
Japan,Industry and Manufacturing,2023,3,False
Japan,Banking and Finance,2020,58,False
Japan,All,2020,2717,False
Japan,Transportation,2014,84,True
South Korea,Energy Management,2017,100,True
Taiwan,Personal Devices and Computing,2014,6,True
Taiwan,Energy Management,2019,4,False
Taiwan,Banking and Finance,2019,3,False
United States,Industry and Manufacturing,2018,404,False
United States,Personal Devices and Computing,2019,7354,False
United States,Banking and Finance,2020,563,False
China (mainland),Banking and Finance,2020,727,False
China (mainland),Banking and Finance,2024,3,False
Lithuania,Personal Devices and Computing,2019,0,False
Lithuania,Transportation,2019,1,False
Lithuania,All,2016,3,True
Ukraine,Business,2014,0,True
Ukraine,Business,2015,0,True
Serbia,Personal Devices and Computing,2018,0,False
Serbia,Energy Management,2014,0,True
South Africa,Energy Management,2023,0,False
South Africa,Personal Devices and Computing,2016,1,True
Romania,Personal Devices and Computing,2022,0,False
Romania,Physical Sciences and Engineering,2022,1,False
Peru,Banking and Finance,2018,0,False
Slovenia,Energy Management,2022,0,False
Bulgaria,Industry and Manufacturing,2019,0,False
Bulgaria,Physical Sciences and Engineering,2020,0,False
Kenya,Energy Management,2016,0,True
Norway,Transportation,2017,2,True
Belgium,Energy Management,2021,0,False
Belgium,Energy Management,2023,0,False
Ireland,Security,2022,0,False
Czechia,Energy Management,2020,0,False
Czechia,Telecommunications,2020,0,False
Turkey,Physical Sciences and Engineering,2014,0,True
Turkey,Business,2018,2,False
Turkey,Transportation,2019,0,False
Morocco,Life Sciences,2018,1,False
Hungary,Life Sciences,2018,1,False
Hungary,Personal Devices and Computing,2016,2,True
Hungary,Telecommunications,2018,1,False
India,All,2015,66,True
Italy,Industry and Manufacturing,2018,3,False
Italy,Transportation,2019,8,False
Mexico,Industry and Manufacturing,2017,9,True
Mexico,Personal Devices and Computing,2015,10,True
Malaysia,Security,2017,0,True
Malaysia,Security,2021,0,False
Malaysia,Business,2020,1,False
New Zealand,Personal Devices and Computing,2017,6,True
New Zealand,Banking and Finance,2021,0,False
Russia,Life Sciences,2018,21,False
Russia,Energy Management,2019,0,False
Singapore,Business,2017,16,True
Singapore,Life Sciences,2014,8,True
Singapore,Physical Sciences and Engineering,2016,4,True
Singapore,Physical Sciences and Engineering,2019,2,False
Austria,Security,2019,0,False
Canada,Physical Sciences and Engineering,2017,31,True
Canada,Physical Sciences and Engineering,2021,7,False
Denmark,Security,2020,2,False
Denmark,Industry and Manufacturing,2020,1,False
Denmark,All,2014,11,True
Finland,Personal Devices and Computing,2021,3,False
Finland,Security,2019,2,False
Israel,All,2018,9,False
Portugal,Energy Management,2016,0,True
Sweden,All,2015,3,True
Sweden,Banking and Finance,2021,1,False
Australia,Industry and Manufacturing,2020,43,False
Australia,Physical Sciences and Engineering,2021,59,False
Germany,Industry and Manufacturing,2020,59,False
Germany,All,2021,213,False
Germany,Energy Management,2017,14,True
Spain,Transportation,2014,2,True
Spain,Physical Sciences and Engineering,2019,4,False
Spain,Banking and Finance,2017,2,True
France,Personal Devices and Computing,2016,22,True
United Kingdom,Industry and Manufacturing,2020,16,False
Greece,Transportation,2020,0,False
Greece,Energy Management,2021,1,False
Greece,Life Sciences,2021,0,False
Japan,Personal Devices and Computing,2020,836,False
Japan,Industry and Manufacturing,2015,46,True
Japan,Life Sciences,2019,546,False
Japan,Physical Sciences and Engineering,2017,46,True
South Korea,Physical Sciences and Engineering,2020,288,False
Netherlands,Energy Management,2016,0,True
Netherlands,Energy Management,2018,0,False
Netherlands,Physical Sciences and Engineering,2016,0,True
Taiwan,Transportation,2021,3,False
Taiwan,Personal Devices and Computing,2016,30,True
United States,Physical Sciences and Engineering,2019,324,False
United States,Telecommunications,2014,513,True
United States,Industry and Manufacturing,2022,32,False
United States,Banking and Finance,2015,127,True
China (mainland),Telecommunications,2021,3793,False
China (mainland),Life Sciences,2016,378,True
Lithuania,Business,2018,0,False
Lithuania,Transportation,2022,0,False
Lithuania,Telecommunications,2018,1,False
Lithuania,All,2017,4,True
Ukraine,All,2017,1,True
Ukraine,Energy Management,2023,0,False
Ukraine,Security,2023,0,False
Ukraine,Life Sciences,2015,1,True
Serbia,Personal Devices and Computing,2015,1,True
Serbia,Transportation,2017,1,True
South Africa,Industry and Manufacturing,2020,0,False
South Africa,Life Sciences,2014,0,True
South Africa,Life Sciences,2020,0,False
Switzerland,Industry and Manufacturing,2014,0,True
Romania,Security,2017,0,True
Peru,Transportation,2015,0,True
Peru,Industry and Manufacturing,2022,0,False
Peru,Banking and Finance,2020,1,False
